Vardas              Pavarde             Gal.(vid)           
Vardas3870          Pavarde3870         7.8               
Vardas3871          Pavarde3871         2.76              
Vardas3872          Pavarde3872         2.44              
Vardas3873          Pavarde3873         6.24              
Vardas3874          Pavarde3874         6.72              
Vardas3875          Pavarde3875         5.36              
Vardas3876          Pavarde3876         6.48              
Vardas3877          Pavarde3877         1.32              
Vardas3878          Pavarde3878         7.88              
Vardas3879          Pavarde3879         4.24              
Vardas3880          Pavarde3880         5.76              
Vardas3881          Pavarde3881         3.92              
Vardas3882          Pavarde3882         5.76              
Vardas3883          Pavarde3883         6.44              
Vardas3884          Pavarde3884         4.16              
Vardas3885          Pavarde3885         6.92              
Vardas3886          Pavarde3886         5.68              
Vardas3887          Pavarde3887         5.12              
Vardas3888          Pavarde3888         4.52              
Vardas3889          Pavarde3889         3.08              
Vardas3890          Pavarde3890         3.16              
Vardas3891          Pavarde3891         5.24              
Vardas3892          Pavarde3892         1.84              
Vardas3893          Pavarde3893         5.8               
Vardas3894          Pavarde3894         2.96              
Vardas3895          Pavarde3895         1.44              
Vardas3896          Pavarde3896         6.6               
Vardas3897          Pavarde3897         2.64              
Vardas3898          Pavarde3898         1.52              
Vardas3899          Pavarde3899         2.48              
Vardas3900          Pavarde3900         4.12              
Vardas3901          Pavarde3901         4.44              
Vardas3902          Pavarde3902         7.76              
Vardas3903          Pavarde3903         3.52              
Vardas3904          Pavarde3904         3.8               
Vardas3905          Pavarde3905         4.48              
Vardas3906          Pavarde3906         1.96              
Vardas3907          Pavarde3907         5.8               
Vardas3908          Pavarde3908         3.24              
Vardas3909          Pavarde3909         2.12              
Vardas3910          Pavarde3910         2.88              
Vardas3911          Pavarde3911         2.56              
Vardas3912          Pavarde3912         5.68              
Vardas3913          Pavarde3913         4.52              
Vardas3914          Pavarde3914         3.64              
Vardas3915          Pavarde3915         5.68              
Vardas3916          Pavarde3916         6.48              
Vardas3917          Pavarde3917         3.76              
Vardas3918          Pavarde3918         8.24              
Vardas3919          Pavarde3919         2.64              
Vardas3920          Pavarde3920         3.08              
Vardas3921          Pavarde3921         2.4               
Vardas3922          Pavarde3922         7.12              
Vardas3923          Pavarde3923         6.56              
Vardas3924          Pavarde3924         7.48              
Vardas3925          Pavarde3925         8.08              
Vardas3926          Pavarde3926         6.76              
Vardas3927          Pavarde3927         5.52              
Vardas3928          Pavarde3928         6.48              
Vardas3929          Pavarde3929         3.04              
Vardas3930          Pavarde3930         7.04              
Vardas3931          Pavarde3931         3.28              
Vardas3932          Pavarde3932         5.92              
Vardas3933          Pavarde3933         5.68              
Vardas3934          Pavarde3934         6.52              
Vardas3935          Pavarde3935         6.76              
Vardas3936          Pavarde3936         7.72              
Vardas3937          Pavarde3937         2.92              
Vardas3938          Pavarde3938         4.6               
Vardas3939          Pavarde3939         4.64              
Vardas3940          Pavarde3940         7.84              
Vardas3941          Pavarde3941         6                 
Vardas3942          Pavarde3942         5.08              
Vardas3943          Pavarde3943         2.48              
Vardas3944          Pavarde3944         5.76              
Vardas3945          Pavarde3945         2.6               
Vardas3946          Pavarde3946         3.04              
Vardas3947          Pavarde3947         2.44              
Vardas3948          Pavarde3948         2.24              
Vardas3949          Pavarde3949         8.08              
Vardas3950          Pavarde3950         1.68              
Vardas3951          Pavarde3951         4.04              
Vardas3952          Pavarde3952         3.12              
Vardas3953          Pavarde3953         2.8               
Vardas3954          Pavarde3954         2.76              
Vardas3955          Pavarde3955         7.36              
Vardas3956          Pavarde3956         5.44              
Vardas3957          Pavarde3957         2.36              
Vardas3958          Pavarde3958         6.28              
Vardas3959          Pavarde3959         4.28              
Vardas3960          Pavarde3960         3.6               
Vardas3961          Pavarde3961         1.92              
Vardas3962          Pavarde3962         1.28              
Vardas3963          Pavarde3963         5.76              
Vardas3964          Pavarde3964         4.36              
Vardas3965          Pavarde3965         0.64              
Vardas3966          Pavarde3966         5.56              
Vardas3967          Pavarde3967         1.28              
Vardas3968          Pavarde3968         2.92              
Vardas3969          Pavarde3969         7.28              
Vardas3970          Pavarde3970         2.72              
Vardas3971          Pavarde3971         5.48              
Vardas3972          Pavarde3972         5.84              
Vardas3973          Pavarde3973         6.4               
Vardas3974          Pavarde3974         2.12              
Vardas3975          Pavarde3975         4.96              
Vardas3976          Pavarde3976         6.64              
Vardas3977          Pavarde3977         2.16              
Vardas3978          Pavarde3978         8.56              
Vardas3979          Pavarde3979         7.08              
Vardas3980          Pavarde3980         3.84              
Vardas3981          Pavarde3981         6.44              
Vardas3982          Pavarde3982         4.48              
Vardas3983          Pavarde3983         8.2               
Vardas3984          Pavarde3984         3.04              
Vardas3985          Pavarde3985         9.04              
Vardas3986          Pavarde3986         7.48              
Vardas3987          Pavarde3987         7.92              
Vardas3988          Pavarde3988         5.08              
Vardas3989          Pavarde3989         5.72              
Vardas3990          Pavarde3990         1.76              
Vardas3991          Pavarde3991         3.88              
Vardas3992          Pavarde3992         1.96              
Vardas3993          Pavarde3993         1.96              
Vardas3994          Pavarde3994         7.12              
Vardas3995          Pavarde3995         2.6               
Vardas3996          Pavarde3996         4.56              
Vardas3997          Pavarde3997         4.96              
Vardas3998          Pavarde3998         6.08              
Vardas3999          Pavarde3999         3.56              
Vardas4000          Pavarde4000         7.44              
Vardas4001          Pavarde4001         2.92              
Vardas4002          Pavarde4002         5.36              
Vardas4003          Pavarde4003         5.92              
Vardas4004          Pavarde4004         7.68              
Vardas4005          Pavarde4005         2.2               
Vardas4006          Pavarde4006         6.52              
Vardas4007          Pavarde4007         6.88              
Vardas4008          Pavarde4008         6.16              
Vardas4009          Pavarde4009         2.84              
Vardas4010          Pavarde4010         4.24              
Vardas4011          Pavarde4011         3.64              
Vardas4012          Pavarde4012         6.76              
Vardas4013          Pavarde4013         3.56              
Vardas4014          Pavarde4014         1.4               
Vardas4015          Pavarde4015         6.48              
Vardas4016          Pavarde4016         1.52              
Vardas4017          Pavarde4017         3.84              
Vardas4018          Pavarde4018         7.68              
Vardas4019          Pavarde4019         3.2               
Vardas4020          Pavarde4020         4.08              
Vardas4021          Pavarde4021         5.64              
Vardas4022          Pavarde4022         5.64              
Vardas4023          Pavarde4023         4.28              
Vardas4024          Pavarde4024         3.44              
Vardas4025          Pavarde4025         6.04              
Vardas4026          Pavarde4026         5.16              
Vardas4027          Pavarde4027         7.72              
Vardas4028          Pavarde4028         3.64              
Vardas4029          Pavarde4029         7.48              
Vardas4030          Pavarde4030         8.08              
Vardas4031          Pavarde4031         7.08              
Vardas4032          Pavarde4032         2.96              
Vardas4033          Pavarde4033         3.28              
Vardas4034          Pavarde4034         3.72              
Vardas4035          Pavarde4035         6.24              
Vardas4036          Pavarde4036         6.72              
Vardas4037          Pavarde4037         4.96              
Vardas4038          Pavarde4038         5.48              
Vardas4039          Pavarde4039         3.04              
Vardas4040          Pavarde4040         4.76              
Vardas4041          Pavarde4041         3.08              
Vardas4042          Pavarde4042         5.64              
Vardas4043          Pavarde4043         8.56              
Vardas4044          Pavarde4044         4.8               
Vardas4045          Pavarde4045         8.24              
Vardas4046          Pavarde4046         4.04              
Vardas4047          Pavarde4047         5.92              
Vardas4048          Pavarde4048         7.32              
Vardas4049          Pavarde4049         6.72              
Vardas4050          Pavarde4050         5.44              
Vardas4051          Pavarde4051         6.64              
Vardas4052          Pavarde4052         2.2               
Vardas4053          Pavarde4053         8.64              
Vardas4054          Pavarde4054         6.2               
Vardas4055          Pavarde4055         2.76              
Vardas4056          Pavarde4056         7.16              
Vardas4057          Pavarde4057         4.68              
Vardas4058          Pavarde4058         7.24              
Vardas4059          Pavarde4059         2.4               
Vardas4060          Pavarde4060         3.64              
Vardas4061          Pavarde4061         3                 
Vardas4062          Pavarde4062         8.2               
Vardas4063          Pavarde4063         6.28              
Vardas4064          Pavarde4064         5.08              
Vardas4065          Pavarde4065         7.24              
Vardas4066          Pavarde4066         8.16              
Vardas4067          Pavarde4067         2.4               
Vardas4068          Pavarde4068         6.48              
Vardas4069          Pavarde4069         1.36              
Vardas4070          Pavarde4070         7                 
Vardas4071          Pavarde4071         4.12              
Vardas4072          Pavarde4072         3.28              
Vardas4073          Pavarde4073         3.36              
Vardas4074          Pavarde4074         5.36              
Vardas4075          Pavarde4075         6.08              
Vardas4076          Pavarde4076         2.84              
Vardas4077          Pavarde4077         6.36              
Vardas4078          Pavarde4078         5.36              
Vardas4079          Pavarde4079         2.92              
Vardas4080          Pavarde4080         8.88              
Vardas4081          Pavarde4081         4.28              
Vardas4082          Pavarde4082         2.48              
Vardas4083          Pavarde4083         7.92              
Vardas4084          Pavarde4084         2.2               
Vardas4085          Pavarde4085         6.28              
Vardas4086          Pavarde4086         4.08              
Vardas4087          Pavarde4087         2.6               
Vardas4088          Pavarde4088         2.68              
Vardas4089          Pavarde4089         6.56              
Vardas4090          Pavarde4090         7.76              
Vardas4091          Pavarde4091         4.76              
Vardas4092          Pavarde4092         7.88              
Vardas4093          Pavarde4093         4.68              
Vardas4094          Pavarde4094         8.04              
Vardas4095          Pavarde4095         5.64              
Vardas4096          Pavarde4096         4.92              
Vardas4097          Pavarde4097         7                 
Vardas4098          Pavarde4098         6.44              
Vardas4099          Pavarde4099         8.24              
Vardas4100          Pavarde4100         5.56              
Vardas4101          Pavarde4101         6.16              
Vardas4102          Pavarde4102         2.6               
Vardas4103          Pavarde4103         8.64              
Vardas4104          Pavarde4104         4.04              
Vardas4105          Pavarde4105         3.72              
Vardas4106          Pavarde4106         4.08              
Vardas4107          Pavarde4107         5                 
Vardas4108          Pavarde4108         6.76              
Vardas4109          Pavarde4109         8.08              
Vardas4110          Pavarde4110         5.72              
Vardas4111          Pavarde4111         2.44              
Vardas4112          Pavarde4112         7.96              
Vardas4113          Pavarde4113         4.8               
Vardas4114          Pavarde4114         8.48              
Vardas4115          Pavarde4115         3.48              
Vardas4116          Pavarde4116         5.24              
Vardas4117          Pavarde4117         7.12              
Vardas4118          Pavarde4118         1.76              
Vardas4119          Pavarde4119         7.2               
Vardas4120          Pavarde4120         5.16              
Vardas4121          Pavarde4121         3.32              
Vardas4122          Pavarde4122         5.44              
Vardas4123          Pavarde4123         3.28              
Vardas4124          Pavarde4124         3.12              
Vardas4125          Pavarde4125         5.64              
Vardas4126          Pavarde4126         5.44              
Vardas4127          Pavarde4127         7.08              
Vardas4128          Pavarde4128         3.2               
Vardas4129          Pavarde4129         2.32              
Vardas4130          Pavarde4130         5.96              
Vardas4131          Pavarde4131         6.72              
Vardas4132          Pavarde4132         3.92              
Vardas4133          Pavarde4133         7.4               
Vardas4134          Pavarde4134         1.88              
Vardas4135          Pavarde4135         6.08              
Vardas4136          Pavarde4136         3.8               
Vardas4137          Pavarde4137         5.16              
Vardas4138          Pavarde4138         4.76              
Vardas4139          Pavarde4139         3.08              
Vardas4140          Pavarde4140         3.28              
Vardas4141          Pavarde4141         4.04              
Vardas4142          Pavarde4142         5.88              
Vardas4143          Pavarde4143         3.28              
Vardas4144          Pavarde4144         7.48              
Vardas4145          Pavarde4145         5.96              
Vardas4146          Pavarde4146         3.96              
Vardas4147          Pavarde4147         4.64              
Vardas4148          Pavarde4148         1.8               
Vardas4149          Pavarde4149         7.76              
Vardas4150          Pavarde4150         6.52              
Vardas4151          Pavarde4151         4.4               
Vardas4152          Pavarde4152         6.76              
Vardas4153          Pavarde4153         8.16              
Vardas4154          Pavarde4154         3.36              
Vardas4155          Pavarde4155         5.24              
Vardas4156          Pavarde4156         3.76              
Vardas4157          Pavarde4157         5                 
Vardas4158          Pavarde4158         1.6               
Vardas4159          Pavarde4159         3.92              
Vardas4160          Pavarde4160         2.4               
Vardas4161          Pavarde4161         5.56              
Vardas4162          Pavarde4162         2.92              
Vardas4163          Pavarde4163         2.48              
Vardas4164          Pavarde4164         6.24              
Vardas4165          Pavarde4165         8.68              
Vardas4166          Pavarde4166         3.24              
Vardas4167          Pavarde4167         8.8               
Vardas4168          Pavarde4168         7.88              
Vardas4169          Pavarde4169         2.4               
Vardas4170          Pavarde4170         8.56              
Vardas4171          Pavarde4171         6.12              
Vardas4172          Pavarde4172         4.2               
Vardas4173          Pavarde4173         3.88              
Vardas4174          Pavarde4174         4.16              
Vardas4175          Pavarde4175         7.24              
Vardas4176          Pavarde4176         7.24              
Vardas4177          Pavarde4177         3.76              
Vardas4178          Pavarde4178         4.84              
Vardas4179          Pavarde4179         6.48              
Vardas4180          Pavarde4180         7.84              
Vardas4181          Pavarde4181         3.64              
Vardas4182          Pavarde4182         6.04              
Vardas4183          Pavarde4183         7.16              
Vardas4184          Pavarde4184         8.24              
Vardas4185          Pavarde4185         1.64              
Vardas4186          Pavarde4186         4.12              
Vardas4187          Pavarde4187         4.8               
Vardas4188          Pavarde4188         1.52              
Vardas4189          Pavarde4189         4.48              
Vardas4190          Pavarde4190         5.68              
Vardas4191          Pavarde4191         5.88              
Vardas4192          Pavarde4192         4.96              
Vardas4193          Pavarde4193         6.32              
Vardas4194          Pavarde4194         4.56              
Vardas4195          Pavarde4195         7.88              
Vardas4196          Pavarde4196         5.12              
Vardas4197          Pavarde4197         7.92              
Vardas4198          Pavarde4198         3.12              
Vardas4199          Pavarde4199         3                 
Vardas4200          Pavarde4200         6.24              
Vardas4201          Pavarde4201         6.12              
Vardas4202          Pavarde4202         4.72              
Vardas4203          Pavarde4203         7.76              
Vardas4204          Pavarde4204         4.8               
Vardas4205          Pavarde4205         9.36              
Vardas4206          Pavarde4206         3.04              
Vardas4207          Pavarde4207         5.96              
Vardas4208          Pavarde4208         3.44              
Vardas4209          Pavarde4209         3.76              
Vardas4210          Pavarde4210         6.08              
Vardas4211          Pavarde4211         3.6               
Vardas4212          Pavarde4212         5.04              
Vardas4213          Pavarde4213         3.56              
Vardas4214          Pavarde4214         7.32              
Vardas4215          Pavarde4215         3.48              
Vardas4216          Pavarde4216         2.32              
Vardas4217          Pavarde4217         3.08              
Vardas4218          Pavarde4218         6.16              
Vardas4219          Pavarde4219         3.52              
Vardas4220          Pavarde4220         3.16              
Vardas4221          Pavarde4221         3.56              
Vardas4222          Pavarde4222         5.56              
Vardas4223          Pavarde4223         4.32              
Vardas4224          Pavarde4224         7.56              
Vardas4225          Pavarde4225         2.28              
Vardas4226          Pavarde4226         8.08              
Vardas4227          Pavarde4227         3.76              
Vardas4228          Pavarde4228         2.56              
Vardas4229          Pavarde4229         6.4               
Vardas4230          Pavarde4230         4.56              
Vardas4231          Pavarde4231         5.48              
Vardas4232          Pavarde4232         2.96              
Vardas4233          Pavarde4233         5.64              
Vardas4234          Pavarde4234         4.88              
Vardas4235          Pavarde4235         4.96              
Vardas4236          Pavarde4236         2.84              
Vardas4237          Pavarde4237         4.36              
Vardas4238          Pavarde4238         8.56              
Vardas4239          Pavarde4239         7.28              
Vardas4240          Pavarde4240         5.64              
Vardas4241          Pavarde4241         7.68              
Vardas4242          Pavarde4242         7.72              
Vardas4243          Pavarde4243         6.24              
Vardas4244          Pavarde4244         5.56              
Vardas4245          Pavarde4245         2.04              
Vardas4246          Pavarde4246         2.88              
Vardas4247          Pavarde4247         2.16              
Vardas4248          Pavarde4248         6.44              
Vardas4249          Pavarde4249         6.96              
Vardas4250          Pavarde4250         4.68              
Vardas4251          Pavarde4251         7.2               
Vardas4252          Pavarde4252         6.48              
Vardas4253          Pavarde4253         4.92              
Vardas4254          Pavarde4254         7.84              
Vardas4255          Pavarde4255         6.4               
Vardas4256          Pavarde4256         6.88              
Vardas4257          Pavarde4257         6.64              
Vardas4258          Pavarde4258         6.44              
Vardas4259          Pavarde4259         3.64              
Vardas4260          Pavarde4260         4.24              
Vardas4261          Pavarde4261         2.36              
Vardas4262          Pavarde4262         2.92              
Vardas4263          Pavarde4263         7.52              
Vardas4264          Pavarde4264         4.64              
Vardas4265          Pavarde4265         5                 
Vardas4266          Pavarde4266         3.68              
Vardas4267          Pavarde4267         3.36              
Vardas4268          Pavarde4268         8.32              
Vardas4269          Pavarde4269         6.36              
Vardas4270          Pavarde4270         3.52              
Vardas4271          Pavarde4271         6.44              
Vardas4272          Pavarde4272         0.72              
Vardas4273          Pavarde4273         7.76              
Vardas4274          Pavarde4274         6.76              
Vardas4275          Pavarde4275         5.88              
Vardas4276          Pavarde4276         5.68              
Vardas4277          Pavarde4277         6.64              
Vardas4278          Pavarde4278         4.52              
Vardas4279          Pavarde4279         3.92              
Vardas4280          Pavarde4280         7.16              
Vardas4281          Pavarde4281         8.44              
Vardas4282          Pavarde4282         5.76              
Vardas4283          Pavarde4283         4.24              
Vardas4284          Pavarde4284         8.32              
Vardas4285          Pavarde4285         1.6               
Vardas4286          Pavarde4286         6.32              
Vardas4287          Pavarde4287         5.72              
Vardas4288          Pavarde4288         2.6               
Vardas4289          Pavarde4289         7.68              
Vardas4290          Pavarde4290         4.28              
Vardas4291          Pavarde4291         6.92              
Vardas4292          Pavarde4292         3.76              
Vardas4293          Pavarde4293         4.92              
Vardas4294          Pavarde4294         8                 
Vardas4295          Pavarde4295         4.84              
Vardas4296          Pavarde4296         8.48              
Vardas4297          Pavarde4297         5.12              
Vardas4298          Pavarde4298         4.16              
Vardas4299          Pavarde4299         8.28              
Vardas4300          Pavarde4300         7.6               
Vardas4301          Pavarde4301         8.44              
Vardas4302          Pavarde4302         3.04              
Vardas4303          Pavarde4303         4.96              
Vardas4304          Pavarde4304         2.76              
Vardas4305          Pavarde4305         3.04              
Vardas4306          Pavarde4306         7.08              
Vardas4307          Pavarde4307         6.44              
Vardas4308          Pavarde4308         4.92              
Vardas4309          Pavarde4309         3.16              
Vardas4310          Pavarde4310         5.6               
Vardas4311          Pavarde4311         4.28              
Vardas4312          Pavarde4312         6.88              
Vardas4313          Pavarde4313         6.72              
Vardas4314          Pavarde4314         2.6               
Vardas4315          Pavarde4315         7.04              
Vardas4316          Pavarde4316         6.72              
Vardas4317          Pavarde4317         2.52              
Vardas4318          Pavarde4318         1.44              
Vardas4319          Pavarde4319         6.44              
Vardas4320          Pavarde4320         5.76              
Vardas4321          Pavarde4321         4.12              
Vardas4322          Pavarde4322         8.88              
Vardas4323          Pavarde4323         5.16              
Vardas4324          Pavarde4324         5.48              
Vardas4325          Pavarde4325         5.88              
Vardas4326          Pavarde4326         3.04              
Vardas4327          Pavarde4327         6.16              
Vardas4328          Pavarde4328         4.28              
Vardas4329          Pavarde4329         3.8               
Vardas4330          Pavarde4330         7.44              
Vardas4331          Pavarde4331         8.28              
Vardas4332          Pavarde4332         2.56              
Vardas4333          Pavarde4333         2.16              
Vardas4334          Pavarde4334         5.24              
Vardas4335          Pavarde4335         2.24              
Vardas4336          Pavarde4336         5.96              
Vardas4337          Pavarde4337         4.08              
Vardas4338          Pavarde4338         4.48              
Vardas4339          Pavarde4339         2.64              
Vardas4340          Pavarde4340         3.2               
Vardas4341          Pavarde4341         2.68              
Vardas4342          Pavarde4342         4.92              
Vardas4343          Pavarde4343         4.8               
Vardas4344          Pavarde4344         5.88              
Vardas4345          Pavarde4345         8.28              
Vardas4346          Pavarde4346         3.28              
Vardas4347          Pavarde4347         8.4               
Vardas4348          Pavarde4348         4.24              
Vardas4349          Pavarde4349         5.96              
Vardas4350          Pavarde4350         3.48              
Vardas4351          Pavarde4351         4.36              
Vardas4352          Pavarde4352         7.32              
Vardas4353          Pavarde4353         3                 
Vardas4354          Pavarde4354         5.56              
Vardas4355          Pavarde4355         2.56              
Vardas4356          Pavarde4356         3.12              
Vardas4357          Pavarde4357         3.6               
Vardas4358          Pavarde4358         1.68              
Vardas4359          Pavarde4359         7.04              
Vardas4360          Pavarde4360         2.68              
Vardas4361          Pavarde4361         8.8               
Vardas4362          Pavarde4362         3.72              
Vardas4363          Pavarde4363         4.56              
Vardas4364          Pavarde4364         2.8               
Vardas4365          Pavarde4365         3.36              
Vardas4366          Pavarde4366         3.12              
Vardas4367          Pavarde4367         7.36              
Vardas4368          Pavarde4368         8.72              
Vardas4369          Pavarde4369         3.76              
Vardas4370          Pavarde4370         2.84              
Vardas4371          Pavarde4371         2.84              
Vardas4372          Pavarde4372         5.64              
Vardas4373          Pavarde4373         5.08              
Vardas4374          Pavarde4374         2.96              
Vardas4375          Pavarde4375         5.76              
Vardas4376          Pavarde4376         3                 
Vardas4377          Pavarde4377         7.36              
Vardas4378          Pavarde4378         7.96              
Vardas4379          Pavarde4379         3.04              
Vardas4380          Pavarde4380         3.2               
Vardas4381          Pavarde4381         7.12              
Vardas4382          Pavarde4382         3.92              
Vardas4383          Pavarde4383         6.16              
Vardas4384          Pavarde4384         7.6               
Vardas4385          Pavarde4385         2.2               
Vardas4386          Pavarde4386         5.64              
Vardas4387          Pavarde4387         2.6               
Vardas4388          Pavarde4388         7.76              
Vardas4389          Pavarde4389         6.64              
Vardas4390          Pavarde4390         6.92              
Vardas4391          Pavarde4391         3.48              
Vardas4392          Pavarde4392         2.6               
Vardas4393          Pavarde4393         6.16              
Vardas4394          Pavarde4394         6.08              
Vardas4395          Pavarde4395         3.04              
Vardas4396          Pavarde4396         6.84              
Vardas4397          Pavarde4397         4.88              
Vardas4398          Pavarde4398         6.8               
Vardas4399          Pavarde4399         7.2               
Vardas4400          Pavarde4400         2.24              
Vardas4401          Pavarde4401         8.56              
Vardas4402          Pavarde4402         5.6               
Vardas4403          Pavarde4403         8.16              
Vardas4404          Pavarde4404         5.76              
Vardas4405          Pavarde4405         4.64              
Vardas4406          Pavarde4406         3.56              
Vardas4407          Pavarde4407         2.28              
Vardas4408          Pavarde4408         5.36              
Vardas4409          Pavarde4409         6.12              
Vardas4410          Pavarde4410         2.52              
Vardas4411          Pavarde4411         2.44              
Vardas4412          Pavarde4412         5.6               
Vardas4413          Pavarde4413         5.84              
Vardas4414          Pavarde4414         5                 
Vardas4415          Pavarde4415         6.12              
Vardas4416          Pavarde4416         3.56              
Vardas4417          Pavarde4417         6.24              
Vardas4418          Pavarde4418         6                 
Vardas4419          Pavarde4419         4.2               
Vardas4420          Pavarde4420         4.28              
Vardas4421          Pavarde4421         5.04              
Vardas4422          Pavarde4422         6.64              
Vardas4423          Pavarde4423         7.56              
Vardas4424          Pavarde4424         8.16              
Vardas4425          Pavarde4425         1.6               
Vardas4426          Pavarde4426         2.76              
Vardas4427          Pavarde4427         8.44              
Vardas4428          Pavarde4428         5.12              
Vardas4429          Pavarde4429         2.56              
Vardas4430          Pavarde4430         3.04              
Vardas4431          Pavarde4431         4.48              
Vardas4432          Pavarde4432         7.84              
Vardas4433          Pavarde4433         2.64              
Vardas4434          Pavarde4434         6.48              
Vardas4435          Pavarde4435         5.8               
Vardas4436          Pavarde4436         2.56              
Vardas4437          Pavarde4437         8                 
Vardas4438          Pavarde4438         4.24              
Vardas4439          Pavarde4439         7.12              
Vardas4440          Pavarde4440         5                 
Vardas4441          Pavarde4441         3.96              
Vardas4442          Pavarde4442         3.16              
Vardas4443          Pavarde4443         5.48              
Vardas4444          Pavarde4444         6.08              
Vardas4445          Pavarde4445         7.92              
Vardas4446          Pavarde4446         5.84              
Vardas4447          Pavarde4447         8.32              
Vardas4448          Pavarde4448         4.56              
Vardas4449          Pavarde4449         1.36              
Vardas4450          Pavarde4450         4.12              
Vardas4451          Pavarde4451         4.92              
Vardas4452          Pavarde4452         5.48              
Vardas4453          Pavarde4453         5.56              
Vardas4454          Pavarde4454         6.96              
Vardas4455          Pavarde4455         4.2               
Vardas4456          Pavarde4456         1.88              
Vardas4457          Pavarde4457         1.04              
Vardas4458          Pavarde4458         5.08              
Vardas4459          Pavarde4459         3.72              
Vardas4460          Pavarde4460         3.8               
Vardas4461          Pavarde4461         3.76              
Vardas4462          Pavarde4462         6.72              
Vardas4463          Pavarde4463         6.84              
Vardas4464          Pavarde4464         7.24              
Vardas4465          Pavarde4465         3.36              
Vardas4466          Pavarde4466         5.2               
Vardas4467          Pavarde4467         7.64              
Vardas4468          Pavarde4468         6.08              
Vardas4469          Pavarde4469         8.32              
Vardas4470          Pavarde4470         6.88              
Vardas4471          Pavarde4471         5.4               
Vardas4472          Pavarde4472         2.24              
Vardas4473          Pavarde4473         2                 
Vardas4474          Pavarde4474         5.16              
Vardas4475          Pavarde4475         6.52              
Vardas4476          Pavarde4476         6                 
Vardas4477          Pavarde4477         2.72              
Vardas4478          Pavarde4478         3.68              
Vardas4479          Pavarde4479         4.8               
Vardas4480          Pavarde4480         3.88              
Vardas4481          Pavarde4481         3.72              
Vardas4482          Pavarde4482         3.04              
Vardas4483          Pavarde4483         5.8               
Vardas4484          Pavarde4484         6.56              
Vardas4485          Pavarde4485         2.28              
Vardas4486          Pavarde4486         3.76              
Vardas4487          Pavarde4487         2                 
Vardas4488          Pavarde4488         5.72              
Vardas4489          Pavarde4489         1.68              
Vardas4490          Pavarde4490         6.04              
Vardas4491          Pavarde4491         2.04              
Vardas4492          Pavarde4492         5.04              
Vardas4493          Pavarde4493         3.48              
Vardas4494          Pavarde4494         4.76              
Vardas4495          Pavarde4495         5.4               
Vardas4496          Pavarde4496         6.52              
Vardas4497          Pavarde4497         6.56              
Vardas4498          Pavarde4498         5.72              
Vardas4499          Pavarde4499         1.08              
Vardas4500          Pavarde4500         1.56              
Vardas4501          Pavarde4501         3.84              
Vardas4502          Pavarde4502         2.32              
Vardas4503          Pavarde4503         7.2               
Vardas4504          Pavarde4504         4.4               
Vardas4505          Pavarde4505         7.84              
Vardas4506          Pavarde4506         8.4               
Vardas4507          Pavarde4507         6.48              
Vardas4508          Pavarde4508         4.16              
Vardas4509          Pavarde4509         7.76              
Vardas4510          Pavarde4510         3.4               
Vardas4511          Pavarde4511         6.72              
Vardas4512          Pavarde4512         6                 
Vardas4513          Pavarde4513         5.24              
Vardas4514          Pavarde4514         4.92              
Vardas4515          Pavarde4515         6.2               
Vardas4516          Pavarde4516         6.52              
Vardas4517          Pavarde4517         5.24              
Vardas4518          Pavarde4518         6.52              
Vardas4519          Pavarde4519         4.84              
Vardas4520          Pavarde4520         7                 
Vardas4521          Pavarde4521         7.16              
Vardas4522          Pavarde4522         2.8               
Vardas4523          Pavarde4523         1.32              
Vardas4524          Pavarde4524         1.96              
Vardas4525          Pavarde4525         3.92              
Vardas4526          Pavarde4526         7.32              
Vardas4527          Pavarde4527         4.88              
Vardas4528          Pavarde4528         6.48              
Vardas4529          Pavarde4529         7.88              
Vardas4530          Pavarde4530         8.72              
Vardas4531          Pavarde4531         6.36              
Vardas4532          Pavarde4532         1.76              
Vardas4533          Pavarde4533         6.8               
Vardas4534          Pavarde4534         6.84              
Vardas4535          Pavarde4535         4.76              
Vardas4536          Pavarde4536         6.48              
Vardas4537          Pavarde4537         3.2               
Vardas4538          Pavarde4538         3.04              
Vardas4539          Pavarde4539         3.16              
Vardas4540          Pavarde4540         3.16              
Vardas4541          Pavarde4541         2.12              
Vardas4542          Pavarde4542         2.92              
Vardas4543          Pavarde4543         1.64              
Vardas4544          Pavarde4544         4.04              
Vardas4545          Pavarde4545         7.28              
Vardas4546          Pavarde4546         5.44              
Vardas4547          Pavarde4547         3.92              
Vardas4548          Pavarde4548         6.4               
Vardas4549          Pavarde4549         3.88              
Vardas4550          Pavarde4550         4.76              
Vardas4551          Pavarde4551         3.44              
Vardas4552          Pavarde4552         1.2               
Vardas4553          Pavarde4553         2.88              
Vardas4554          Pavarde4554         4.56              
Vardas4555          Pavarde4555         6.72              
Vardas4556          Pavarde4556         2.96              
Vardas4557          Pavarde4557         6.24              
Vardas4558          Pavarde4558         4.96              
Vardas4559          Pavarde4559         7.88              
Vardas4560          Pavarde4560         5.96              
Vardas4561          Pavarde4561         2.16              
Vardas4562          Pavarde4562         3.56              
Vardas4563          Pavarde4563         2.6               
Vardas4564          Pavarde4564         3.84              
Vardas4565          Pavarde4565         5.2               
Vardas4566          Pavarde4566         7.44              
Vardas4567          Pavarde4567         6.84              
Vardas4568          Pavarde4568         7.32              
